,0,1,2
0,0.031201237701647684,-0.2242391865523827,b'ALL'
1,-0.014610474288855396,-0.18948024344149828,b'ALL'
2,0.0002373853097146772,-0.20242250938679157,b'ALL'
3,-0.014534205378921583,0.0958439640588965,b'AML'
4,-0.0805871021777218,0.1256356252662449,b'Breast Cancer'
5,-0.026171035631351952,-0.10919094637865889,b'ALL'
6,0.00013085439439389224,0.035514803776284576,b'AML'
7,0.0344061472029382,-0.19198534443026116,b'ALL'
8,-0.0626726174742735,0.07958206946108348,b'Breast Cancer'
9,0.03561565225857343,-0.29393111845771713,b'ALL'
10,-0.06891949077284383,0.0736289225223089,b'Breast Cancer'
11,0.011800089594629679,-0.17454387273858807,b'ALL'
12,-0.07352995114061815,0.07101951856252187,b'Breast Cancer'
13,0.018645880574438098,-0.09569204048644026,b'ALL'
14,-0.011227101153638161,-0.07346657316461552,b'ALL'
15,-0.06537931069190674,0.10170957542024017,b'Breast Cancer'
16,-0.00023442609368184986,-0.26232426101412903,b'ALL'
17,-0.0501315299345015,0.07982083247012839,b'Breast Cancer'
18,-0.07052906281930482,0.10814722396156073,b'Breast Cancer'
19,-0.07323327712353372,0.16210862195708098,b'Breast Cancer'
20,-0.0586540123542699,0.021449749623101144,b'Colon Cancer'
21,-0.004131123686014343,-0.15830121588006635,b'ALL'
22,-0.09413598798643391,0.1748990532989212,b'Breast Cancer'
23,0.0013416148719549437,0.07451492877944471,b'AML'
24,-0.08441836468381733,0.04908185775461349,b'Colon Cancer'
25,0.001244799417211201,-0.11641835163894354,b'ALL'
26,0.006484603713503123,-0.21149305705376953,b'ALL'
27,0.010363737874001189,0.035750756709855,b'AML'
28,-0.013003675320861968,-0.10679972709498903,b'ALL'
29,0.003247986290312088,-0.13059329039138,b'ALL'
30,-0.05250477528448,0.057151524784433305,b'Breast Cancer'
31,-0.10118713402302817,0.0894500990213642,b'Breast Cancer'
32,-0.059001906476097196,0.035973365878736174,b'Colon Cancer'
33,-0.10023971597580761,0.17398159641854094,b'Breast Cancer'
34,0.03229007830161553,-0.22150888746433559,b'ALL'
35,-0.08963718997108366,0.17085203703217355,b'Breast Cancer'
36,-0.025894926689760372,0.09274953893002863,b'AML'
37,-0.07928205045497783,0.08098559430633712,b'Breast Cancer'
38,-0.01598099087904789,0.09772264483391041,b'AML'
39,-0.005986822512788287,-0.14365903084548282,b'ALL'
40,-0.0014604299105395874,-0.18242458628429659,b'ALL'
41,0.03402171036018013,-0.25711945667025815,b'ALL'
42,0.02059197286310087,-0.21821144802042505,b'ALL'
43,-0.05191385656674194,0.16448249129685338,b'AML'
44,0.002894196260047832,-0.15876609827769825,b'ALL'
45,0.01756876425621528,-0.25661301368209843,b'ALL'
46,-0.1016063099471769,0.22114570214439455,b'Breast Cancer'
47,-0.0064864961193448895,-0.19127780450693643,b'ALL'
48,-0.0025004883800968103,0.05714408474312521,b'AML'
49,-0.049895711965074294,0.09064339932734794,b'Breast Cancer'
50,-0.10792743598884619,0.1631027131542387,b'Breast Cancer'
51,-0.08233401437632781,0.17840678632327622,b'Breast Cancer'
52,-0.05931034943924213,0.09241049356953951,b'Breast Cancer'
53,0.006901837738871597,-0.14899691401650605,b'ALL'
54,0.0007068353113170028,-0.13528585347541416,b'ALL'
55,0.013926644305706962,0.06028687561016738,b'AML'
56,-0.05872962182123245,0.01013374484986107,b'Colon Cancer'
57,-0.07403085891901917,0.04173095613097244,b'Breast Cancer'
58,-0.06756444654644751,0.1789859808411181,b'Breast Cancer'
59,-0.03044938587937039,-0.020819207026543662,b'Colon Cancer'
60,-0.06532887618053404,0.08291753315862632,b'Colon Cancer'
61,0.056265490630131906,-0.34182996954326933,b'ALL'
62,-0.0661144322927612,0.09267575133410133,b'Breast Cancer'
63,-0.052752409830130104,0.03242684595887507,b'Colon Cancer'
64,-0.10581629500744211,0.124582948566554,b'Breast Cancer'
65,-0.01250051409841682,-0.19067494295673476,b'ALL'
66,-0.08178505673073944,0.04445248329388507,b'Breast Cancer'
67,-0.04839829786687089,0.07605858887035216,b'Breast Cancer'
68,-0.015686805569099127,0.10715534396358578,b'AML'
69,-0.054521762694067305,0.041835494760616876,b'Colon Cancer'
70,-0.008965360287195911,0.06497122154435497,b'AML'
71,-0.0748150413662923,0.07312332720857845,b'Breast Cancer'
72,-0.08079132585535474,0.12075912644050762,b'Breast Cancer'
73,-0.08523630634526773,0.1125732796061879,b'Breast Cancer'
74,-0.0645602747289002,0.073988601768598,b'Colon Cancer'
75,-0.11117152568853626,0.24140706000475798,b'Breast Cancer'
76,0.01470299578336872,-0.20467653806902175,b'ALL'
77,0.047479040357272656,-0.34917878766795,b'ALL'
78,0.010616206168281718,-0.1879094058550407,b'ALL'
79,-0.11585313332127685,0.1878923599426317,b'Breast Cancer'
80,-0.014385956467448863,-0.09767297347854403,b'ALL'
81,-0.08328750858483161,0.12441935499901963,b'Breast Cancer'
82,-0.027228149630328588,-0.08677461336800735,b'ALL'
83,-0.08377691705117077,0.14203574523020063,b'Breast Cancer'
84,-0.09256132471957837,0.1110899756361503,b'Breast Cancer'
85,-0.06862714965071026,0.09412846521747975,b'Breast Cancer'
86,-0.08913217891778827,0.23799838371744608,b'Breast Cancer'
87,0.04368382572622014,-0.2851510519412056,b'ALL'
88,-0.05460805069191235,0.05581764881882051,b'Breast Cancer'
89,-0.00819479366454362,-0.09324566258805361,b'ALL'
90,0.0006471939860400178,0.04746492910436323,b'AML'
91,0.031171337379144723,-0.17498239000803745,b'ALL'
92,0.006728717328421341,-0.13424500559378166,b'ALL'
93,-0.006032392153033417,0.08431536468644801,b'AML'
94,-0.02244045538420661,-0.08390024622997283,b'ALL'
95,0.02141028444667447,-0.2356803672804021,b'ALL'
96,-0.06796132533837748,0.05270493044283364,b'Breast Cancer'
97,-0.07599864179101978,0.07112072281373777,b'Colon Cancer'
98,-0.09278152651901307,0.08497959271016248,b'Breast Cancer'
99,-0.08032019064364153,0.06962919371458892,b'Breast Cancer'
